-0.46,1.6156811714172363,1673554382.0779755
-0.46,1.679480791091919,1673554382.141775
-0.46,1.7588191032409668,1673554382.2211137
-0.44,1.8233463764190674,1673554382.285642
-0.44,1.8874139785766602,1673554382.3497088
-0.44,1.9670109748840332,1673554382.4293056
-0.44,2.0309643745422363,1673554382.493259
-0.44,2.095151424407959,1673554382.5574455
-0.44,2.174898147583008,1673554382.637192
-0.44,2.2387044429779053,1673554382.700998
-0.44,2.31750750541687,1673554382.7798014
-0.44,2.382450580596924,1673554382.8447444
-0.44,2.4466609954833984,1673554382.9089549
-0.44,2.526352882385254,1673554382.9886467
-0.44,2.590350866317749,1673554383.0526445
-0.44,2.6543972492218018,1673554383.116691
-0.44,2.7341554164886475,1673554383.196449
-0.44,2.798102855682373,1673554383.2603962
-0.44,2.8768692016601562,1673554383.3391635
-0.44,2.941777467727661,1673554383.4040716
-0.44,3.0057640075683594,1673554383.4680576
-0.44,3.0854921340942383,1673554383.5477858
-0.44,3.149661064147949,1673554383.6119547
-0.44,3.2135183811187744,1673554383.6758163
-0.44,3.2933926582336426,1673554383.7556868
-0.44,3.3572511672973633,1673554383.8195443
-0.44,3.4214816093444824,1673554383.8837764
-0.44,3.5009782314300537,1673554383.9632719
-0.44,3.565039873123169,1673554384.027333
-0.44,3.6446785926818848,1673554384.1069725
-0.44,3.708902359008789,1673554384.171196
-0.44,3.7728943824768066,1673554384.235188
-0.44,3.852560043334961,1673554384.3148537
-0.44,3.916628837585449,1673554384.3789225
-0.44,3.9804859161376953,1673554384.4427793
-0.44,4.060368537902832,1673554384.5226626
-0.44,4.124377012252808,1673554384.5866714
-0.44,4.204002618789673,1673554384.666296
-0.44,4.267953634262085,1673554384.7302475
-0.44,4.332132577896118,1673554384.7944262
-0.44,4.411586046218872,1673554384.8738797
-0.44,4.475805997848511,1673554384.9380996
-0.44,4.53973650932312,1673554385.0020301
-0.44,4.6195080280303955,1673554385.081802
-0.44,4.683549642562866,1673554385.1458435
-0.44,4.763025760650635,1673554385.2253191
-0.44,4.827180862426758,1673554385.2894742
-0.44,4.891187906265259,1673554385.3534815
-0.44,4.970994234085083,1673554385.4332876
-0.44,5.035109281539917,1673554385.497403
-0.44,5.098963737487793,1673554385.561257
-0.44,5.178789138793945,1673554385.6410832
-0.44,5.242696762084961,1673554385.7049913
-0.44,5.322396993637085,1673554385.784691
-0.44,5.386452913284302,1673554385.8487465
-0.44,5.450631856918335,1673554385.912926
-0.44,5.530221462249756,1673554385.992515
-0.44,5.5944366455078125,1673554386.056731
-0.44,5.658240079879761,1673554386.1205335
-0.44,5.737993001937866,1673554386.2002864
-0.44,5.802104473114014,1673554386.264398
-0.44,5.881598711013794,1673554386.3438926
-0.44,5.945737361907959,1673554386.408031
-0.44,6.009772062301636,1673554386.4720654
-0.44,6.089571475982666,1673554386.5518649
-0.44,6.153608798980713,1673554386.6159022
-0.44,6.217530965805054,1673554386.6798244
-0.44,6.297093152999878,1673554386.7593868
-0.44,6.36145281791687,1673554386.823746
-0.44,6.440762519836426,1673554386.9030561
-0.44,6.505027770996094,1673554386.9673214
-0.44,6.569031476974487,1673554387.0313249
-0.5,6.648911714553833,1673554387.1112053
-0.5,6.712707281112671,1673554387.175001
-0.5,6.792064905166626,1673554387.2543585
-0.51,6.8564465045928955,1673554387.3187401
-0.51,6.92056941986084,1673554387.382863
-0.51,7.000326156616211,1673554387.4626195
-0.52,7.064211368560791,1673554387.526505
-0.52,7.128239154815674,1673554387.5905325
-0.52,7.20805811882019,1673554387.670352
-0.52,7.27195143699646,1673554387.7342458
-0.52,7.335937738418579,1673554387.798232
-0.52,7.415825366973877,1673554387.878119
-0.52,7.479748249053955,1673554387.9420426
-0.52,7.559065103530884,1673554388.0213597
-0.52,7.623669862747192,1673554388.0859635
-0.52,7.68753981590271,1673554388.1498332
-0.53,7.767313241958618,1673554388.2296066
-0.53,7.8313257694244385,1673554388.2936192
-0.53,7.910372495651245,1673554388.372666
-0.54,7.974982976913452,1673554388.4372761
-0.54,8.039060592651367,1673554388.501354
-0.54,8.118790626525879,1673554388.5810843
-0.55,8.182852506637573,1673554388.6451461
-0.55,8.245729207992554,1673554388.7080219
-0.55,8.325869798660278,1673554388.7881634
-0.55,8.390451431274414,1673554388.8527453
-0.55,8.469530582427979,1673554388.9318244
-0.55,8.534084558486938,1673554388.9963782
-0.56,8.59818959236145,1673554389.060483
-0.56,8.67742133140564,1673554389.139716
-0.56,8.742007493972778,1673554389.2043014
-0.56,8.805080652236938,1673554389.2673733
-0.58,8.88587236404419,1673554389.3481667
-0.58,8.949788331985474,1673554389.4120822
-0.58,9.013632535934448,1673554389.4759262
-0.58,9.09325909614563,1673554389.5555525
-0.58,9.157484292984009,1673554389.6197782
-0.58,9.237128019332886,1673554389.6994216
-0.59,9.301317930221558,1673554389.7636123
-0.59,9.365093469619751,1673554389.8273869
-0.59,9.444940567016602,1673554389.9072342
