" -16.29
",1.5828993320465088,1673472857.42818
" inf
",1.5833830833435059,1673472857.4286628
" -16.29
",1.6468234062194824,1673472857.4921036
" inf
",1.6472423076629639,1673472857.492522
" -16.27
",1.7268333435058594,1673472857.572115
" inf
",1.727600336074829,1673472857.5728807
" -16.27
",1.791001796722412,1673472857.6362832
" inf
",1.791856050491333,1673472857.637137
" -16.27
",1.855114459991455,1673472857.700395
" inf
",1.8559157848358154,1673472857.7011957
" -16.27
",1.9351775646209717,1673472857.7804585
" inf
",1.9359261989593506,1673472857.7812064
" -16.27
",1.9989526271820068,1673472857.8442333
" inf
",1.999739646911621,1673472857.8450193
" -16.27
",2.062753200531006,1673472857.908034
" inf
",2.0776126384735107,1673472857.922893
" -16.27
",2.142615556716919,1673472857.987896
" inf
",2.1434166431427,1673472857.9886966
" -16.27
",2.2066311836242676,1673472858.0519116
" inf
",2.2074098587036133,1673472858.0526896
" -16.27
",2.2855634689331055,1673472858.1308436
" inf
",2.286348581314087,1673472858.1316283
" -16.27
",2.350383758544922,1673472858.1956644
" inf
",2.3511157035827637,1673472858.1963956
" -16.27
",2.414489507675171,1673472858.2597704
" inf
",2.4154107570648193,1673472858.2606905
" -16.27
",2.4940881729125977,1673472858.339369
" inf
",2.494980812072754,1673472858.340261
" -16.27
",2.558101177215576,1673472858.4033828
" inf
",2.5589780807495117,1673472858.404259
" -16.27
",2.622006416320801,1673472858.467287
" inf
",2.6227924823760986,1673472858.4680724
" -16.27
",2.701582431793213,1673472858.5468628
" inf
",2.7024872303009033,1673472858.547767
" -16.27
",2.7658045291900635,1673472858.611085
" inf
",2.766744375228882,1673472858.6120243
" -16.27
",2.844419002532959,1673472858.6896996
" inf
",2.845322370529175,1673472858.6906025
" -16.27
",2.9094934463500977,1673472858.754774
" inf
",2.910259246826172,1673472858.755539
" -16.27
",2.9736099243164062,1673472858.8188906
" inf
",2.9743669033050537,1673472858.8196468
" -16.27
",3.053143262863159,1673472858.8984241
" inf
",3.0538830757141113,1673472858.8991628
" -16.27
",3.117183208465576,1673472858.9624643
" inf
",3.1179325580596924,1673472858.963212
" -16.27
",3.1812093257904053,1673472859.0264902
" inf
",3.18194842338562,1673472859.027228
" -16.27
",3.2609550952911377,1673472859.1062357
" inf
",3.2617270946502686,1673472859.107007
" -16.27
",3.3250038623809814,1673472859.1702845
" inf
",3.3257904052734375,1673472859.1710706
" -16.27
",3.3890042304992676,1673472859.2342846
" inf
",3.404372215270996,1673472859.249653
" -16.27
",3.4687588214874268,1673472859.3140392
" inf
",3.4695208072662354,1673472859.3148007
" -16.27
",3.532857656478882,1673472859.378138
" inf
",3.533620834350586,1673472859.3789005
" -16.27
",3.6121983528137207,1673472859.457479
" inf
",3.6129350662231445,1673472859.458215
" -16.27
",3.676509380340576,1673472859.52179
" inf
",3.6772947311401367,1673472859.5225747
" -16.27
",3.7407169342041016,1673472859.5859976
" inf
",3.741473436355591,1673472859.5867534
" -16.27
",3.8203063011169434,1673472859.6655872
" inf
",3.821215867996216,1673472859.6664965
" -16.27
",3.884891986846924,1673472859.7301724
" inf
",3.8856537342071533,1673472859.7309334
" -16.27
",3.948183298110962,1673472859.7934644
" inf
",3.9635794162750244,1673472859.8088598
" -13.04
",4.02795934677124,1673472859.8732405
" inf
",4.028781890869141,1673472859.8740628
" -5.84
",4.092011451721191,1673472859.937293
" inf
",4.092867374420166,1673472859.938148
" 4.83
",4.171773195266724,1673472860.0170546
" inf
",4.17259955406189,1673472860.0178792
" 12.98
",4.235797643661499,1673472860.0810783
" inf
",4.2365806102752686,1673472860.0818605
" 16.62
",4.299779653549194,1673472860.1450608
" inf
",4.314441204071045,1673472860.1597228
" 16.62
",4.379515647888184,1673472860.224797
" inf
",4.38030481338501,1673472860.225585
" 11.91
",4.444256067276001,1673472860.289537
" inf
",4.445646286010742,1673472860.2909272
" 1.61
",4.5229105949401855,1673472860.368191
" inf
",4.523812294006348,1673472860.369092
" -4.81
",4.587175607681274,1673472860.4324572
" inf
",4.588208198547363,1673472860.4334886
" -12.07
",4.651344060897827,1673472860.4966252
" inf
",4.652116775512695,1673472860.4974265
" -14.59
",4.730917930603027,1673472860.576199
" inf
",4.731734752655029,1673472860.5770144
" -14.59
",4.794922828674316,1673472860.6402035
" inf
",4.79585862159729,1673472860.6411395
" -14.12
",4.858834266662598,1673472860.7041156
" inf
",4.859647035598755,1673472860.7049267
" -8.09
",4.9385199546813965,1673472860.7838006
" inf
",4.939281940460205,1673472860.7845616
" -0.47
",5.002757549285889,1673472860.8480382
" inf
",5.003694295883179,1673472860.8489747
" 7.44
",5.066758871078491,1673472860.9120402
" inf
",5.081838369369507,1673472860.9271185
" 12.94
",5.146307468414307,1673472860.9915879
" inf
",5.147042512893677,1673472860.9923222
" 16.77
",5.2105066776275635,1673472861.0557873
" inf
",5.211343288421631,1673472861.0566235
" 18.02
",5.2896952629089355,1673472861.1349757
" inf
",5.290460824966431,1673472861.1357408
" 18.02
",5.354201316833496,1673472861.1994822
" inf
",5.354946851730347,1673472861.2002268
" 18.00
",5.418049335479736,1673472861.2633302
" inf
",5.433326005935669,1673472861.2786067
" 16.83
",5.497706890106201,1673472861.3429883
" inf
",5.498512268066406,1673472861.3437922
" 11.38
",5.561960458755493,1673472861.4072409
" inf
",5.5627453327178955,1673472861.4080253
" 3.09
",5.640782833099365,1673472861.4860642
" inf
",5.641608238220215,1673472861.486888
" -5.20
",5.705524921417236,1673472861.5508056
" inf
",5.706308841705322,1673472861.5515885
" -10.81
",5.769639492034912,1673472861.6149201
" inf
",5.770428419113159,1673472861.6157086
" -13.72
",5.848754405975342,1673472861.694035
" inf
",5.849524974822998,1673472861.6948047
" -14.37
",5.912778615951538,1673472861.7580588
" inf
",5.913283586502075,1673472861.758563
" -14.37
",5.977495431900024,1673472861.8227763
" inf
",5.978307485580444,1673472861.8235877
" -14.37
",6.056675672531128,1673472861.901956
" inf
",6.057455062866211,1673472861.9027348
" -12.66
",6.121561527252197,1673472861.966843
" inf
",6.12289023399353,1673472861.9681706
" -2.58
",6.1850974559783936,1673472862.0303786
" inf
",6.185899257659912,1673472862.031179
" 8.85
",6.264829874038696,1673472862.1101115
" inf
",6.265630722045898,1673472862.1109107
" 13.61
",6.328763484954834,1673472862.174044
" inf
",6.329548597335815,1673472862.1748283
" 16.92
",6.407714366912842,1673472862.252995
" inf
",6.408534526824951,1673472862.2538142
" 16.92
",6.472576379776001,1673472862.317857
" inf
",6.473377227783203,1673472862.318657
" 16.92
",6.536658525466919,1673472862.381939
" inf
",6.5374391078948975,1673472862.3827193
" 16.92
",6.616360425949097,1673472862.461641
" inf
",6.617096424102783,1673472862.462376
" 16.92
",6.680373668670654,1673472862.5256546
" inf
",6.6811089515686035,1673472862.5263886
" 16.92
",6.744295120239258,1673472862.589576
" inf
",6.745033264160156,1673472862.590313
" 16.92
",6.824390888214111,1673472862.6696715
" inf
",6.825293302536011,1673472862.6705732
" 16.92
",6.888106107711792,1673472862.7333868
" inf
",6.888978958129883,1673472862.7342596
" 16.92
",6.966800689697266,1673472862.812081
" inf
",6.967722654342651,1673472862.8130026
" 16.92
",7.03168797492981,1673472862.8769686
" inf
",7.032646179199219,1673472862.8779259
" 16.92
",7.095800161361694,1673472862.9410806
" inf
",7.096725225448608,1673472862.9420054
" 16.92
",7.17530632019043,1673472863.0205867
" inf
",7.176206827163696,1673472863.0214875
